user_id,expenses (INR),vibe,reviews,instagram_photos,previous_destinations,favorite_activities
clewis,3274.19,Cultural,I had a authentic time in Jaipur. Swimming here was a immersive experience It was a immersive trip I'll never forget.,https://instagram.com/bnelson/post/2784_store,"['Jaipur', 'Puducherry']","['Beach', 'Swimming', 'Shopping']"
stephanie06,2964.03,Beach,The picturesque atmosphere of Agra was unforgettable. Skiing here was a idyllic experience It was a serene trip I'll never forget.,https://instagram.com/linda46/post/9366_extreme,['Agra'],"['Skiing', 'Adventure', 'Camping', 'Hiking']"
grangel,1935.62,Cultural,"I can't wait to return to rich Puducherry. The wilderness was fascinating Overall, it was a immersive experience.",https://instagram.com/chapmananne/post/3941_night,['Puducherry'],"['Relaxation', 'Camping', 'Beach', 'Nature']"
michelle63,2473.84,Budget,"The budget-friendly atmosphere of Agra was unforgettable. The evening entertainment was value-for-money Overall, it was a affordable experience.",https://instagram.com/williamstina/post/3468_party,"['Agra', 'Manali']","['Nightlife', 'Beach']"
bjohnston,2862.23,Relaxation,I can't wait to return to peaceful Darjeeling. The culture was soothing I left feeling completely soothing.,https://instagram.com/heatherreyes/post/8100_bar,"['Goa', 'Darjeeling', 'Kerala']","['Adventure', 'Cultural', 'Nightlife', 'Nature']"
rodrigueznicholas,4726.22,Nightlife,"I had a exciting time in Goa. The slopes were exciting The nightlife was pulsating Overall, it was a pulsating experience.",https://instagram.com/breannacruz/post/5746_bar,"['Mumbai', 'Goa']","['Skiing', 'Nightlife']"
erica36,5665.53,Solo Travel,I had a liberating time in Mumbai. Camping here was a eye-opening experience It was a liberating trip I'll never forget.,https://instagram.com/vallen/post/8693_forest,['Mumbai'],"['Camping', 'Nature', 'Skiing']"
bconrad,2330.01,Adventure,"I had a unforgettable time in Andaman and Nicobar Islands. The attractions were unforgettable Swimming here was a exhilarating experience Overall, it was a thrilling experience.",https://instagram.com/rtaylor/post/7584_night,"['Andaman and Nicobar Islands', 'Rishikesh']","['Exploring', 'Swimming', 'Fine Dining', 'Camping']"
williamcarey,2013.09,Luxury,I can't wait to return to lavish Andaman and Nicobar Islands. The attractions were lavish Swimming here was a lavish experience I left feeling completely exclusive.,https://instagram.com/johnathan66/post/4951_water,"['Andaman and Nicobar Islands', 'Rishikesh']","['Exploring', 'Swimming']"
tcasey,2447.7,Solo Travel,I can't wait to return to liberating Kerala. The landscapes were introspective Dining here was a eye-opening experience I left feeling completely empowering.,https://instagram.com/fishermark/post/9219_chef,"['Goa', 'Kerala']","['Photography', 'Fine Dining']"
parkermatthew,3756.87,Beach,My visit to Delhi was truly pristine. The boat rides were idyllic The sights were idyllic I left feeling completely picturesque.,https://instagram.com/becktiffany/post/2808_street,"['Delhi', 'Auli']","['Backwaters', 'Exploring']"
donna69,3132.46,Beach,"My visit to Goa was truly idyllic. The clubs were idyllic The snow conditions were serene Overall, it was a serene experience.",https://instagram.com/rodriguezmarcus/post/1646_snow,['Goa'],"['Nightlife', 'Skiing']"
jonathannielsen,2538.52,Adventure,My visit to Leh-Ladakh was truly challenging. The markets were challenging The cultural experience was exhilarating It was a thrilling trip I'll never forget.,https://instagram.com/kathleengarcia/post/5998_spa,"['Leh-Ladakh', 'Spiti Valley']","['Shopping', 'Cultural', 'Photography', 'Relaxation']"
fhughes,2526.41,Nature,"My visit to Spiti Valley was truly untouched. Overall, it was a breathtaking experience.",https://instagram.com/juliarice/post/2877_snow,"['Spiti Valley', 'Auli']","['Relaxation', 'Adventure', 'Skiing']"
joshualivingston,2113.16,Beach,"I had a picturesque time in Puducherry. The restaurants were idyllic The clubs were pristine Overall, it was a golden experience.",https://instagram.com/garneralan/post/1872_food,"['Puducherry', 'Goa']","['Fine Dining', 'Nightlife', 'Cultural', 'Luxury']"
joel11,3597.12,Cultural,"I had a rich time in Udaipur. Overall, it was a authentic experience.",https://instagram.com/wolfevictor/post/5248_premium,"['Udaipur', 'Puducherry']","['Luxury', 'Beach']"
kingjoshua,4110.8,Budget,Andaman and Nicobar Islands exceeded my expectations in every economical way. The nightlife was value-for-money I left feeling completely budget-friendly.,https://instagram.com/dsmith/post/4335_boutique,"['Jaipur', 'Delhi', 'Andaman and Nicobar Islands']","['Beach', 'Nightlife', 'Shopping']"
haroldkramer,4588.87,Nightlife,"The pulsating atmosphere of Delhi was unforgettable. The attractions were pulsating The boutiques were vibrant Overall, it was a exciting experience.",https://instagram.com/amy02/post/4237_party,"['Delhi', 'Mumbai']","['Exploring', 'Shopping', 'Swimming', 'Nightlife']"
tonya37,5177.36,Nightlife,I can't wait to return to lively Delhi. The restaurants were pulsating I left feeling completely lively.,https://instagram.com/pblanchard/post/7980_restaurant,"['Mumbai', 'Delhi']","['Fine Dining', 'Adventure']"
monroealison,2126.82,Relaxation,"I had a peaceful time in Kerala. The wilderness was peaceful The boutiques were rejuvenating Overall, it was a tranquil experience.",https://instagram.com/daniellebaker/post/6902_temple,['Kerala'],"['Camping', 'Shopping', 'Cultural']"
kelly14,5952.34,Solo Travel,Mumbai exceeded my expectations in every independent way. The lagoons were liberating The trails were independent I left feeling completely empowering.,https://instagram.com/kristen82/post/4090_forest,['Mumbai'],"['Backwaters', 'Hiking']"
baxteradrian,2209.07,Relaxation,I can't wait to return to tranquil Kerala. The lagoons were tranquil The cuisine was calming It was a tranquil trip I'll never forget.,https://instagram.com/derekmassey/post/1893_houseboat,['Kerala'],"['Backwaters', 'Fine Dining', 'Cultural']"
corey40,4469.11,Nightlife,I had a exciting time in Delhi. The clubs were pulsating It was a vibrant trip I'll never forget.,https://instagram.com/acooper/post/1152_flora,['Delhi'],"['Nature', 'Nightlife', 'Shopping']"
faithweber,3419.26,Budget,"I had a value-for-money time in Puducherry. The cuisine was budget-friendly Overall, it was a value-for-money experience.",https://instagram.com/andrew10/post/4456_chef,"['Agra', 'Andaman and Nicobar Islands', 'Puducherry']","['Nature', 'Fine Dining']"
johnsharp,1976.3,Relaxation,"Darjeeling exceeded my expectations in every rejuvenating way. The trails were soothing Overall, it was a tranquil experience.",https://instagram.com/dfitzgerald/post/5990_coast,"['Shimla', 'Goa', 'Darjeeling']","['Beach', 'Hiking', 'Cultural']"
morganamber,2781.19,Cultural,My visit to Agra was truly traditional. The mountain views were immersive The markets were traditional I left feeling completely traditional.,https://instagram.com/ogallagher/post/4554_forest,"['Agra', 'Mysore']","['Hiking', 'Shopping', 'Nightlife', 'Photography']"
michealvilla,4226.81,Luxury,The indulgent atmosphere of Mumbai was unforgettable. The culture was opulent It was a indulgent trip I'll never forget.,https://instagram.com/tmartin/post/6609_night,"['Udaipur', 'Mumbai', 'Jaipur']","['Cultural', 'Luxury', 'Shopping', 'Camping']"
ssanchez,2941.71,Relaxation,"I can't wait to return to rejuvenating Goa. The campsites were rejuvenating The evening entertainment was peaceful Overall, it was a soothing experience.",https://instagram.com/zhenson/post/8391_tent,['Goa'],"['Camping', 'Nightlife']"
haasrobert,2452.15,Beach,Puducherry exceeded my expectations in every picturesque way. Dining here was a golden experience It was a picturesque trip I'll never forget.,https://instagram.com/randalllester/post/4558_snow,"['Goa', 'Puducherry', 'Andaman and Nicobar Islands']","['Fine Dining', 'Beach', 'Skiing']"
montoyamarissa,2321.93,Budget,"I can't wait to return to affordable Varanasi. Overall, it was a affordable experience.",https://instagram.com/sstone/post/4815_ski,['Varanasi'],"['Adventure', 'Luxury', 'Skiing', 'Cultural']"
brianspencer,1605.55,Adventure,I had a exhilarating time in Spiti Valley. Taking photos here was a unforgettable experience I left feeling completely thrilling.,https://instagram.com/reynoldspatrick/post/2175_exclusive,['Spiti Valley'],"['Photography', 'Luxury', 'Backwaters']"
gjones,3497.4,Budget,I can't wait to return to affordable Rishikesh. The backwaters were value-for-money The wilderness was budget-friendly I left feeling completely affordable.,https://instagram.com/kphillips/post/6699_forest,"['Udaipur', 'Rishikesh', 'Kerala']","['Backwaters', 'Camping', 'Luxury']"
fnguyen,2610.15,Nature,The majestic atmosphere of Leh-Ladakh was unforgettable. Camping here was a breathtaking experience It was a lush trip I'll never forget.,https://instagram.com/tanya48/post/1457_campfire,"['Leh-Ladakh', 'Shimla']","['Camping', 'Beach', 'Luxury', 'Hiking']"
janicesmith,3579.74,Relaxation,I had a peaceful time in Goa. The attractions were soothing It was a calming trip I'll never forget.,https://instagram.com/amybowman/post/7407_street,['Goa'],"['Beach', 'Exploring']"
christopher75,3661.53,Budget,"I can't wait to return to cost-effective Udaipur. The boat rides were affordable The slopes were affordable Overall, it was a value-for-money experience.",https://instagram.com/farleykeith/post/1967_forest,"['Udaipur', 'Manali', 'Mysore']","['Backwaters', 'Skiing', 'Camping', 'Nature']"
vhammond,2818.06,Budget,"Varanasi exceeded my expectations in every affordable way. The trails were value-for-money The waters were affordable Overall, it was a budget-friendly experience.",https://instagram.com/cohenamber/post/5994_photo,"['Agra', 'Varanasi']","['Hiking', 'Swimming', 'Photography']"
paulgeorge,2696.05,Budget,I had a cost-effective time in Varanasi. The culture was affordable Camping here was a economical experience It was a economical trip I'll never forget.,https://instagram.com/brenda51/post/9757_party,"['Agra', 'Varanasi']","['Cultural', 'Camping', 'Nightlife']"
wendyfreeman,2144.16,Budget,The value-for-money atmosphere of Shimla was unforgettable. I left feeling completely economical.,https://instagram.com/jameslyons/post/9566_club,"['Goa', 'Shimla']","['Luxury', 'Beach', 'Nightlife']"
loweryjoseph,2665.46,Cultural,My visit to Agra was truly fascinating. The sights were authentic I left feeling completely immersive.,https://instagram.com/evansnicole/post/1986_wildlife,"['Agra', 'Varanasi']","['Nature', 'Exploring']"
ovaldez,2221.06,Adventure,I had a thrilling time in Rishikesh. The clubs were thrilling I left feeling completely thrilling.,https://instagram.com/ldavis/post/3278_expedition,"['Leh-Ladakh', 'Rishikesh']","['Nightlife', 'Relaxation', 'Shopping', 'Adventure']"
xhodge,2101.5,Adventure,My visit to Spiti Valley was truly action-packed. Shopping here was a thrilling experience The clubs were thrilling I left feeling completely thrilling.,https://instagram.com/idyer/post/1244_hill,"['Manali', 'Spiti Valley']","['Shopping', 'Nightlife', 'Hiking']"
steven06,2124.99,Beach,"Puducherry exceeded my expectations in every picturesque way. The evening entertainment was serene Overall, it was a golden experience.",https://instagram.com/amanda79/post/5888_music,['Puducherry'],"['Nightlife', 'Relaxation']"
lauradavis,2096.28,Nature,I can't wait to return to majestic Darjeeling. It was a majestic trip I'll never forget.,https://instagram.com/michaelruiz/post/6890_street,['Darjeeling'],"['Nature', 'Beach', 'Nightlife', 'Exploring']"
coopermelanie,2442.24,Nature,Kerala exceeded my expectations in every lush way. The traditions were majestic Dining here was a untouched experience It was a majestic trip I'll never forget.,https://instagram.com/joshuakelly/post/1727_retreat,['Kerala'],"['Cultural', 'Fine Dining', 'Relaxation']"
floresjasmine,2271.07,Solo Travel,"The empowering atmosphere of Spiti Valley was unforgettable. The trails were introspective The restaurants were eye-opening Overall, it was a liberating experience.",https://instagram.com/millerjoseph/post/7150_restaurant,['Spiti Valley'],"['Hiking', 'Fine Dining', 'Skiing', 'Photography']"
kjimenez,2546.69,Budget,I had a economical time in Darjeeling. The evening entertainment was economical It was a affordable trip I'll never forget.,https://instagram.com/billy01/post/9574_waves,"['Darjeeling', 'Kerala', 'Agra']","['Nature', 'Nightlife', 'Swimming']"
darlene97,5352.34,Luxury,"The indulgent atmosphere of Udaipur was unforgettable. The wilderness was refined Overall, it was a refined experience.",https://instagram.com/brockbryan/post/5734_tent,"['Mumbai', 'Udaipur']","['Adventure', 'Camping', 'Fine Dining', 'Skiing']"
jonsweeney,3209.49,Relaxation,"I had a calming time in Goa. Exploring here was a peaceful experience The nightlife was tranquil Overall, it was a calming experience.",https://instagram.com/taralara/post/8423_club,['Goa'],"['Exploring', 'Nightlife']"
karen08,2367.92,Budget,"My visit to Agra was truly affordable. The landscapes were cost-effective Overall, it was a cost-effective experience.",https://instagram.com/justin36/post/7049_thrill,"['Agra', 'Varanasi']","['Adventure', 'Photography']"
cooleyjames,1935.52,Beach,"I can't wait to return to picturesque Shimla. The snow conditions were picturesque Overall, it was a golden experience.",https://instagram.com/kellyweaver/post/8217_photo,['Shimla'],"['Skiing', 'Adventure', 'Photography']"
weaverjennifer,2581.09,Budget,"I had a budget-friendly time in Varanasi. The sights were affordable Overall, it was a affordable experience.",https://instagram.com/peggy01/post/5918_expedition,"['Varanasi', 'Agra']","['Adventure', 'Exploring', 'Backwaters']"
cdavis,2355.64,Budget,The value-for-money atmosphere of Agra was unforgettable. The lagoons were affordable It was a budget-friendly trip I'll never forget.,https://instagram.com/carolyn61/post/9415_store,"['Varanasi', 'Agra']","['Relaxation', 'Backwaters', 'Shopping', 'Photography']"
durhamdavid,1829.09,Relaxation,The peaceful atmosphere of Shimla was unforgettable. The landscapes were rejuvenating The sights were rejuvenating It was a calming trip I'll never forget.,https://instagram.com/iberg/post/7037_mountain,['Shimla'],"['Photography', 'Exploring', 'Hiking']"
michellemarks,3150.12,Luxury,The exclusive atmosphere of Jaipur was unforgettable. Exploring here was a exclusive experience It was a opulent trip I'll never forget.,https://instagram.com/bob15/post/2293_retreat,['Jaipur'],"['Relaxation', 'Exploring']"
melissa60,4295.39,Luxury,I had a indulgent time in Spiti Valley. The waters were indulgent I left feeling completely lavish.,https://instagram.com/romeroelizabeth/post/7038_forest,"['Mumbai', 'Udaipur', 'Spiti Valley']","['Nature', 'Swimming', 'Camping']"
michaelgallegos,1885.63,Adventure,"I can't wait to return to action-packed Spiti Valley. The restaurants were action-packed The trails were thrilling Overall, it was a exhilarating experience.",https://instagram.com/nicholas27/post/1707_food,['Spiti Valley'],"['Fine Dining', 'Hiking']"
jessica75,2850.05,Nature,Rishikesh exceeded my expectations in every majestic way. Camping here was a majestic experience It was a breathtaking trip I'll never forget.,https://instagram.com/kristina24/post/3972_campfire,"['Rishikesh', 'Andaman and Nicobar Islands']","['Beach', 'Camping']"
ryan28,2185.45,Cultural,"The authentic atmosphere of Puducherry was unforgettable. The attractions were traditional Overall, it was a traditional experience.",https://instagram.com/sullivanjennifer/post/2080_landmark,['Puducherry'],"['Exploring', 'Luxury', 'Cultural']"
xwalton,4673.5,Cultural,The authentic atmosphere of Delhi was unforgettable. The restaurants were authentic I left feeling completely traditional.,https://instagram.com/brettmccarthy/post/1655_retreat,['Delhi'],"['Relaxation', 'Fine Dining', 'Hiking', 'Skiing']"
robert23,2298.97,Beach,Rishikesh exceeded my expectations in every idyllic way. The backwaters were idyllic The landscapes were pristine I left feeling completely serene.,https://instagram.com/erikclay/post/6930_houseboat,"['Varanasi', 'Rishikesh']","['Backwaters', 'Photography']"
mmartin,4994.39,Luxury,"I had a opulent time in Udaipur. The boat rides were exclusive The snow conditions were indulgent Overall, it was a opulent experience.",https://instagram.com/dorothy69/post/3875_premium,['Udaipur'],"['Backwaters', 'Skiing', 'Exploring', 'Luxury']"
cbeard,2652.47,Nature,"I can't wait to return to lush Auli. Overall, it was a untouched experience.",https://instagram.com/tiffanysalazar/post/7757_adrenaline,"['Spiti Valley', 'Leh-Ladakh', 'Auli']","['Luxury', 'Adventure']"
alex74,2770.52,Solo Travel,I can't wait to return to empowering Auli. The landscapes were eye-opening The evening entertainment was empowering I left feeling completely introspective.,https://instagram.com/brownjames/post/6957_camera,"['Goa', 'Auli']","['Photography', 'Nightlife', 'Hiking', 'Backwaters']"
jeremybrooks,3943.61,Luxury,I can't wait to return to refined Mumbai. Dining here was a refined experience The clubs were lavish It was a lavish trip I'll never forget.,https://instagram.com/bensonalexander/post/9442_flora,"['Mumbai', 'Udaipur', 'Mysore']","['Fine Dining', 'Nightlife', 'Nature']"
stephenstammy,4029.96,Cultural,"I can't wait to return to immersive Udaipur. Dining here was a immersive experience The evening entertainment was immersive Overall, it was a fascinating experience.",https://instagram.com/mendeznicole/post/2426_mountain,"['Delhi', 'Mysore', 'Udaipur']","['Fine Dining', 'Nightlife', 'Skiing']"
mwells,2800.2,Nature,I had a untouched time in Andaman and Nicobar Islands. Swimming here was a breathtaking experience It was a breathtaking trip I'll never forget.,https://instagram.com/wlong/post/8012_chef,['Andaman and Nicobar Islands'],"['Swimming', 'Beach', 'Fine Dining', 'Luxury']"
melissa99,4516.23,Nightlife,I can't wait to return to vibrant Goa. The backwaters were pulsating The clubs were exciting It was a energetic trip I'll never forget.,https://instagram.com/silvapatrick/post/8591_bar,"['Goa', 'Mumbai']","['Backwaters', 'Nightlife']"
joshuabridges,1353.51,Luxury,I had a indulgent time in Rishikesh. Swimming here was a lavish experience The backwaters were opulent It was a lavish trip I'll never forget.,https://instagram.com/harrisdonald/post/8619_beach,['Rishikesh'],"['Swimming', 'Backwaters']"
charlene07,3705.89,Cultural,"Udaipur exceeded my expectations in every immersive way. The cuisine was authentic Overall, it was a traditional experience.",https://instagram.com/mcdanielnatalie/post/2137_store,"['Udaipur', 'Puducherry']","['Fine Dining', 'Relaxation', 'Nature', 'Shopping']"
antonio13,4584.01,Beach,I can't wait to return to pristine Jaipur. Hiking here was a idyllic experience The campsites were serene I left feeling completely golden.,https://instagram.com/obrienmarie/post/4455_trail,"['Jaipur', 'Mumbai']","['Hiking', 'Camping', 'Fine Dining']"
danieljohn,2623.26,Adventure,"Darjeeling exceeded my expectations in every thrilling way. The traditions were challenging Dining here was a challenging experience Overall, it was a unforgettable experience.",https://instagram.com/phillipsveronica/post/1785_restaurant,"['Andaman and Nicobar Islands', 'Shimla', 'Darjeeling']","['Cultural', 'Fine Dining']"
natalie34,2433.02,Budget,I had a affordable time in Varanasi. The culture was value-for-money The boat rides were value-for-money I left feeling completely economical.,https://instagram.com/gosborne/post/3458_yoga,"['Varanasi', 'Agra']","['Cultural', 'Backwaters', 'Relaxation']"
hammondjonathan,2036.57,Budget,I had a economical time in Puducherry. The backwaters were economical I left feeling completely budget-friendly.,https://instagram.com/mmorris/post/5053_sun,"['Goa', 'Puducherry']","['Nature', 'Backwaters', 'Camping', 'Beach']"
tmyers,2938.83,Cultural,"My visit to Agra was truly traditional. Overall, it was a immersive experience.",https://instagram.com/crodriguez/post/3331_landscape,"['Mysore', 'Agra']","['Adventure', 'Luxury', 'Photography', 'Relaxation']"
odavis,4481.3,Beach,My visit to Delhi was truly pristine. The trails were serene The scenery was serene It was a picturesque trip I'll never forget.,https://instagram.com/victor92/post/3021_mountain,['Delhi'],"['Hiking', 'Photography', 'Adventure', 'Fine Dining']"
rasmussendeborah,2511.27,Beach,My visit to Puducherry was truly idyllic. The trails were pristine It was a pristine trip I'll never forget.,https://instagram.com/xterrell/post/5372_coast,"['Andaman and Nicobar Islands', 'Puducherry']","['Beach', 'Hiking', 'Shopping']"
apage,2121.26,Relaxation,My visit to Darjeeling was truly rejuvenating. The scenery was soothing The nightlife was peaceful It was a rejuvenating trip I'll never forget.,https://instagram.com/uking/post/1784_club,"['Darjeeling', 'Shimla']","['Photography', 'Nightlife', 'Hiking', 'Adventure']"
chammond,2731.21,Nature,"I had a lush time in Goa. The attractions were untouched The restaurants were majestic Overall, it was a breathtaking experience.",https://instagram.com/alecgarcia/post/2766_city,"['Goa', 'Leh-Ladakh', 'Spiti Valley']","['Exploring', 'Fine Dining']"
melaniegordon,2935.43,Budget,"My visit to Mysore was truly value-for-money. The clubs were economical Overall, it was a value-for-money experience.",https://instagram.com/william93/post/6218_yoga,"['Varanasi', 'Mysore']","['Relaxation', 'Nightlife']"
feliciacervantes,3681.42,Luxury,I can't wait to return to indulgent Udaipur. The sights were opulent The campsites were exclusive It was a indulgent trip I'll never forget.,https://instagram.com/debraingram/post/2837_tent,"['Darjeeling', 'Agra', 'Udaipur']","['Exploring', 'Camping', 'Beach']"
christinebarrett,3958.49,Cultural,I had a immersive time in Mysore. The cuisine was rich I left feeling completely immersive.,https://instagram.com/jaredalvarado/post/1075_expedition,"['Mysore', 'Delhi']","['Adventure', 'Fine Dining']"
erinrodriguez,2113.42,Relaxation,"I can't wait to return to tranquil Munnar. Hiking here was a tranquil experience Swimming here was a tranquil experience Overall, it was a calming experience.",https://instagram.com/michaelvelez/post/1261_forest,"['Goa', 'Darjeeling', 'Munnar']","['Hiking', 'Swimming', 'Shopping', 'Cultural']"
pbates,2316.71,Adventure,The unforgettable atmosphere of Manali was unforgettable. Skiing here was a exhilarating experience It was a unforgettable trip I'll never forget.,https://instagram.com/haleyclay/post/2337_mall,"['Manali', 'Andaman and Nicobar Islands']","['Skiing', 'Beach', 'Shopping']"
smelton,5052.42,Cultural,"My visit to Delhi was truly immersive. Dining here was a traditional experience The sights were traditional Overall, it was a immersive experience.",https://instagram.com/monicalopez/post/3291_camera,"['Delhi', 'Udaipur']","['Fine Dining', 'Exploring', 'Photography']"
cynthiaserrano,2447.21,Relaxation,"The calming atmosphere of Shimla was unforgettable. Overall, it was a rejuvenating experience.",https://instagram.com/tylerschultz/post/1345_extreme,"['Shimla', 'Darjeeling', 'Kerala']","['Nature', 'Adventure', 'Shopping']"
zanderson,4152.68,Adventure,The thrilling atmosphere of Andaman and Nicobar Islands was unforgettable. The clubs were challenging The waters were thrilling I left feeling completely action-packed.,https://instagram.com/rodneywalsh/post/3392_chef,['Andaman and Nicobar Islands'],"['Nightlife', 'Swimming', 'Photography', 'Fine Dining']"
charleshernandez,2580.28,Nature,My visit to Spiti Valley was truly lush. The sights were untouched It was a awe-inspiring trip I'll never forget.,https://instagram.com/nancy90/post/3983_tranquil,"['Spiti Valley', 'Kerala', 'Leh-Ladakh']","['Exploring', 'Adventure', 'Fine Dining', 'Backwaters']"
gibbschristopher,2852.03,Nature,The breathtaking atmosphere of Andaman and Nicobar Islands was unforgettable. I left feeling completely awe-inspiring.,https://instagram.com/jvelez/post/8058_pool,['Andaman and Nicobar Islands'],"['Nature', 'Luxury', 'Swimming', 'Beach']"
woodslisa,2327.1,Cultural,"The fascinating atmosphere of Puducherry was unforgettable. The attractions were rich The markets were immersive Overall, it was a rich experience.",https://instagram.com/andrea91/post/7719_store,['Puducherry'],"['Exploring', 'Shopping', 'Cultural']"
williammiller,3405.37,Budget,"The budget-friendly atmosphere of Mumbai was unforgettable. The lagoons were affordable Overall, it was a cost-effective experience.",https://instagram.com/moorerobert/post/3797_boat,"['Jaipur', 'Varanasi', 'Mumbai']","['Backwaters', 'Relaxation']"
margaret88,3518.06,Cultural,I had a traditional time in Jaipur. The scenery was traditional I left feeling completely fascinating.,https://instagram.com/gonzalesthomas/post/7957_yoga,"['Mysore', 'Jaipur']","['Relaxation', 'Photography']"
wesleybrewer,2899.7,Relaxation,My visit to Goa was truly calming. Camping here was a rejuvenating experience I left feeling completely tranquil.,https://instagram.com/gerald45/post/8498_sun,['Goa'],"['Beach', 'Camping']"
kreese,3525.72,Nightlife,My visit to Goa was truly exciting. It was a pulsating trip I'll never forget.,https://instagram.com/austin04/post/2188_sand,['Goa'],"['Beach', 'Nature', 'Backwaters']"
paulmarshall,2109.46,Nature,The lush atmosphere of Kerala was unforgettable. The trails were untouched The wilderness was untouched It was a untouched trip I'll never forget.,https://instagram.com/loganwilliam/post/6379_forest,"['Kerala', 'Leh-Ladakh', 'Manali']","['Hiking', 'Camping', 'Relaxation', 'Nature']"
andrewjohnson,4025.76,Luxury,Udaipur exceeded my expectations in every lavish way. The traditions were refined I left feeling completely indulgent.,https://instagram.com/kimgrant/post/1160_premium,"['Jaipur', 'Udaipur']","['Cultural', 'Luxury', 'Camping', 'Swimming']"
grahamkelly,1872.56,Solo Travel,"Manali exceeded my expectations in every introspective way. The cuisine was liberating Overall, it was a empowering experience.",https://instagram.com/tchristensen/post/3794_coast,['Manali'],"['Fine Dining', 'Beach', 'Adventure']"
lhoward,3371.24,Cultural,"I can't wait to return to fascinating Udaipur. Shopping here was a fascinating experience Overall, it was a traditional experience.",https://instagram.com/colemansean/post/4873_premium,"['Agra', 'Udaipur']","['Shopping', 'Luxury', 'Photography', 'Camping']"
michael98,2694.87,Budget,My visit to Agra was truly affordable. The traditions were economical I left feeling completely cost-effective.,https://instagram.com/rodrigueztyler/post/8606_thrill,"['Agra', 'Varanasi']","['Adventure', 'Cultural', 'Shopping']"
foxdaniel,2679.0,Solo Travel,I had a introspective time in Leh-Ladakh. The traditions were empowering The lagoons were introspective I left feeling completely empowering.,https://instagram.com/kyle09/post/1759_tranquil,"['Goa', 'Leh-Ladakh']","['Cultural', 'Backwaters']"
kimberlyfreeman,3988.52,Beach,"The pristine atmosphere of Shimla was unforgettable. Taking photos here was a idyllic experience The boutiques were pristine Overall, it was a idyllic experience.",https://instagram.com/mccormickmichael/post/5252_camera,"['Mumbai', 'Delhi', 'Shimla']","['Photography', 'Shopping']"
catherine61,1585.2,Nature,"My visit to Spiti Valley was truly breathtaking. The traditions were awe-inspiring Overall, it was a untouched experience.",https://instagram.com/xgarner/post/1477_thrill,"['Spiti Valley', 'Auli', 'Rishikesh']","['Adventure', 'Cultural']"
williamsmary,3575.05,Luxury,The exclusive atmosphere of Udaipur was unforgettable. The snow conditions were refined Dining here was a refined experience I left feeling completely refined.,https://instagram.com/susan05/post/9671_snow,"['Mysore', 'Udaipur']","['Skiing', 'Fine Dining']"
nathansmith,1950.42,Relaxation,"I had a peaceful time in Munnar. The boat rides were tranquil Overall, it was a rejuvenating experience.",https://instagram.com/mezapreston/post/9305_expedition,['Munnar'],"['Backwaters', 'Adventure', 'Nature', 'Fine Dining']"
tatebryan,3839.19,Relaxation,"My visit to Delhi was truly rejuvenating. The sights were rejuvenating Overall, it was a peaceful experience.",https://instagram.com/wrightmelissa/post/1142_exclusive,"['Mysore', 'Delhi']","['Luxury', 'Exploring']"
ianrobinson,1279.73,Budget,I had a cost-effective time in Rishikesh. The slopes were value-for-money It was a economical trip I'll never forget.,https://instagram.com/kimberly08/post/8401_adrenaline,['Rishikesh'],"['Skiing', 'Relaxation', 'Adventure']"
paulwilliams,2194.35,Luxury,The exclusive atmosphere of Puducherry was unforgettable. The backwaters were refined I left feeling completely exclusive.,https://instagram.com/teresa25/post/5484_houseboat,['Puducherry'],"['Beach', 'Backwaters']"
jonathandaniels,2615.77,Solo Travel,I can't wait to return to eye-opening Kerala. The beaches were empowering The campsites were eye-opening It was a liberating trip I'll never forget.,https://instagram.com/bross/post/3408_waves,"['Puducherry', 'Kerala', 'Andaman and Nicobar Islands']","['Swimming', 'Camping', 'Backwaters', 'Relaxation']"
ngibson,3700.89,Beach,My visit to Goa was truly idyllic. The campsites were picturesque Swimming here was a serene experience I left feeling completely idyllic.,https://instagram.com/zwilson/post/1316_water,"['Andaman and Nicobar Islands', 'Goa']","['Camping', 'Swimming', 'Exploring']"
justinwilliamson,2691.93,Solo Travel,"Kerala exceeded my expectations in every liberating way. The culture was empowering The slopes were eye-opening Overall, it was a independent experience.",https://instagram.com/swansonscott/post/1170_tradition,"['Jaipur', 'Munnar', 'Kerala']","['Cultural', 'Skiing', 'Adventure', 'Exploring']"
johnny72,2160.31,Solo Travel,I can't wait to return to introspective Spiti Valley. It was a liberating trip I'll never forget.,https://instagram.com/kimberlyglover/post/7594_scenery,['Spiti Valley'],"['Adventure', 'Nature']"
frankstevenson,4733.65,Luxury,"Udaipur exceeded my expectations in every refined way. Skiing here was a exclusive experience Exploring here was a exclusive experience Overall, it was a refined experience.",https://instagram.com/elliottjohn/post/4187_food,"['Mysore', 'Mumbai', 'Udaipur']","['Skiing', 'Exploring', 'Fine Dining', 'Nightlife']"
amandagates,3502.12,Luxury,I can't wait to return to lavish Mysore. Dining here was a refined experience It was a lavish trip I'll never forget.,https://instagram.com/garciasonya/post/5641_wildlife,"['Udaipur', 'Mysore']","['Adventure', 'Fine Dining', 'Nature']"
kimberlyevans,2962.74,Beach,My visit to Leh-Ladakh was truly picturesque. Camping here was a pristine experience I left feeling completely serene.,https://instagram.com/farrellashley/post/3363_night,"['Leh-Ladakh', 'Goa']","['Camping', 'Luxury']"
